# The optimal tracking values for 2.0 mm sigma, seed = 758975654
# tau (ms), SS1, TF1, TF2, uncertainty.  MD fixed at 3.0 mm, OL1 fixed at 0, SS2 fixed at 5, OL2 fixed at 4
#####0.08, 27, 0.19154125756473556, 0.611677887676929, 24.25424404793173
#####0.09, 28, 0.38860687159626206, 0.6027336119161727, 9.100447087346259
#####0.10, 35, 0.5827263838248757, 0.6362570488921456, 4.518073165255979
#####0.20, 68, 0.38355368252249467, 0.602263966943555, 2.152833157602496
#####0.30, 88, 0.4255512172705914, 0.6022755527980257, 1.6136899559861317
#####0.40, 129, 0.19631143632549164, 0.612495492801242, 0.7718498037128825
#####0.50, 154, 0.3894005767065867, 0.6017561719049778, 0.5753183750816936
#####0.60, 204, 0.2626429384680863, 0.6290784785842933, 0.5378521709571075
#####0.70, 217, 0.46505339084225294, 0.6369293639460414, 0.5944828720171819
#####0.80, 270, 0.38930882150139756, 0.6015852533436766, 0.8733289148966075
#####0.90, 298, 0.3882157018359099, 0.6024401439674835, 0.5765771012740853
#####1.00, 318, 0.3873850605637482, 0.6030612299367286, 0.7934363124152374
#####1.10, 338, 0.38930882150139756, 0.6015852533436766, 0.5031615687332757
#####1.20, 397, 0.1961781277701768, 0.612509105389874, 0.5198666944975393
